"produto","preco","classificacao_media","numero_avaliacoes","data_lancamento","tamanho"
"Air Max",653.739437879995,3.50213844282553,75,2018-12-21,"44"
"Air Max",661.561550898477,4.50255408301018,54,2017-10-09,"40"
"Air Max",297.181454207748,4.56297185458243,79,2017-08-08,"35"
"Air Max",379.986650310457,2.78933401475661,43,2020-04-05,"36"
"Air Max",442.703039525077,4.71451381896622,66,2019-06-25,"42"
"Air Max",618.953881878406,4.03872230229899,42,2017-08-29,"44"
"Air Max",602.413287432864,3.54419168946333,76,2020-01-06,"42"
"Air Max",684.691085666418,2.04792516794987,51,2015-05-07,"45"
"Air Max",432.591120619327,2.69180976459756,63,2018-07-18,"44"
"Air Max",212.044215388596,2.81661757058464,20,2017-03-01,"40"
"Air Max",203.921981481835,3.36313991900533,16,2019-05-21,"39"
"Air Max",621.626009838656,4.00296305469237,28,2018-01-02,"37"
"Air Max",379.924559826031,4.24471548385918,56,2015-12-01,"37"
"Air Max",382.551254378632,4.34023097599857,82,2017-10-27,"36"
"Air Max",355.214816285297,4.51760147116147,27,2018-01-23,"40"
"Air Max",341.165687935427,2.38930474314839,100,2016-02-07,"45"
"Air Max",644.243083288893,2.72090031206608,49,2019-03-11,"36"
"Air Max",243.472073180601,2.01647660392337,17,2017-09-29,"36"
"Air Max",409.282858250663,3.79695059685037,26,2017-02-26,"37"
"Air Max",695.298283686861,4.83625890268013,93,2019-08-25,"43"
"Air Max",354.403064306825,2.41273374389857,100,2018-03-21,"45"
"Air Max",502.86963689141,2.70287915947847,75,2019-05-30,"36"
"Air Max",345.070909382775,3.76720433868468,23,2018-07-07,"39"
"Air Max",600.785395968705,2.04061228362843,49,2016-02-28,"36"
"Air Max",244.717754051089,3.93946497631259,97,2019-06-26,"41"
"Air Max",536.36942319572,2.57007136126049,27,2017-10-23,"35"
"Air Max",560.236792592332,4.62939313985407,50,2017-04-22,"36"
"Air Max",524.579561827704,3.73990506329574,96,2016-10-03,"39"
"Air Max",379.58493642509,3.73457825626247,31,2020-04-17,"35"
"Air Max",697.634378634393,3.68440602300689,76,2015-11-05,"43"
"Air Max",731.108274077997,4.06163947051391,45,2017-05-26,"35"
"Air Max",497.724493779242,2.05324466177262,54,2020-11-11,"35"
"Air Max",600.374812353402,2.43566797417589,23,2020-02-24,"36"
"Air Max",235.357021447271,4.07038084347732,16,2017-03-06,"39"
"Air Max",705.886282678694,2.89626195700839,48,2016-02-27,"41"
"Air Max",277.307641878724,2.01210035849363,23,2015-10-26,"39"
"Air Max",743.052083067596,2.1481745117344,39,2019-07-17,"35"
"Air Max",344.817201187834,3.2833187149372,50,2016-08-23,"45"
"Air Max",257.671700278297,2.12242791964673,52,2015-02-05,"43"
"Air Max",794.46863415651,4.16481994977221,23,2016-06-27,"36"
"Air Max",429.713966278359,2.11511593288742,16,2019-11-05,"43"
"Air Max",508.467996213585,3.34061753074639,21,2016-06-08,"38"
"Air Max",215.20713227801,2.1809797747992,90,2019-02-12,"43"
"Air Max",393.137191003188,2.35302427317947,69,2016-11-25,"43"
"Air Max",392.606344260275,4.10152406804264,36,2017-07-23,"43"
"Air Max",231.953520607203,2.79481013840996,66,2016-02-16,"36"
"Air Max",476.407182496041,2.36401064600796,96,2018-04-24,"40"
"Air Max",304.639162868261,4.54800115316175,41,2015-01-10,"42"
"Air Max",235.510904388502,4.30774222966284,76,2015-12-03,"42"
"Air Max",664.598331041634,3.80532510578632,53,2016-09-19,"43"
"Air Max",778.90891963616,3.64879264007322,66,2020-09-09,"40"
"Air Max",485.793785285205,3.81630387692712,95,2019-02-08,"44"
"Air Max",467.392793484032,2.94915928808041,46,2018-07-30,"37"
"Air Max",471.434075012803,2.76215962693095,19,2019-01-08,"35"
"Air Max",667.590704699978,2.14085399638861,38,2015-12-19,"38"
"Air Max",507.738560950384,4.09946817439049,79,2018-04-29,"40"
"Air Max",505.545870447531,3.2174755113665,37,2017-11-29,"44"
"Air Max",368.565117428079,2.66146858967841,73,2020-12-10,"43"
"Air Max",700.2506069839,4.50492986710742,16,2018-10-30,"37"
"Air Max",243.309658160433,3.37819451838732,16,2019-08-27,"37"
"Air Max",466.073228791356,3.33226736076176,46,2020-03-21,"41"
"Air Max",260.98438766785,4.50592904724181,66,2018-02-17,"43"
"Air Max",384.517748747021,4.47521984111518,17,2017-03-31,"42"
"Air Max",334.321876009926,2.8717345574405,38,2015-12-05,"36"
"Air Max",668.750306079164,3.78118546213955,18,2015-04-18,"42"
"Air Max",232.39623317495,4.69274761178531,33,2020-02-17,"39"
"Air Max",632.42673734203,4.7512008685153,24,2019-04-23,"44"
"Air Max",372.67448795028,2.76148040918633,76,2017-03-05,"36"
"Air Max",344.23116883263,4.32369644893333,18,2018-11-22,"37"
"Air Max",794.715433288366,3.67854060954414,68,2018-06-11,"39"
"Air Max",759.779279911891,4.55488794064149,33,2015-11-11,"43"
"Air Max",404.781060293317,2.05323482770473,84,2020-08-04,"40"
"Air Max",257.113493047655,4.75313425157219,24,2015-09-03,"43"
"Air Max",685.173754347488,2.6045269658789,52,2015-02-04,"39"
"Air Max",375.693686353043,2.55996553599834,46,2020-11-19,"35"
"Air Max",618.353514932096,3.35020798281766,85,2019-02-15,"39"
"Air Max",420.466190995649,2.14172247401439,78,2020-05-12,"37"
"Air Max",500.891591841355,3.00584702473134,36,2016-04-04,"36"
"Air Max",600.86462716572,2.15547301550396,84,2019-10-27,"43"
"Air Max",686.876321583986,2.48931727441959,56,2018-05-21,"43"
"Air Max",207.379128737375,3.34326436952688,48,2017-11-29,"39"
"Air Max",784.113602340221,3.57942080195062,91,2017-09-10,"37"
"Air Max",410.778193129227,3.53583074663766,51,2019-05-29,"41"
"Air Max",541.81055589579,4.43536752299406,73,2019-04-21,"45"
"Air Max",301.553478790447,3.93236979376525,28,2016-02-16,"36"
"Air Max",408.669959101826,2.09376933076419,40,2020-05-14,"42"
"Air Max",559.021030366421,4.069977221312,70,2018-12-09,"37"
"Air Max",203.00001418218,4.00550070381723,18,2019-01-09,"42"
"Air Max",449.209677940235,2.30095208040439,65,2016-12-16,"39"
"Air Max",438.02094948478,2.7329402838368,84,2020-11-27,"38"
"Air Max",206.257049646229,2.53005331614986,17,2017-11-05,"38"
"Air Max",582.188668148592,4.41740314243361,36,2017-07-05,"36"
"Air Max",244.77968737483,2.0160084166564,20,2020-05-22,"35"
"Air Max",377.973504643887,2.23949248576537,51,2016-11-28,"36"
"Air Max",436.53349597007,3.66067124693654,26,2016-12-18,"38"
"Air Max",525.320069445297,3.43883102759719,40,2020-02-27,"40"
"Air Max",498.937507439405,4.4571704135742,56,2017-07-04,"43"
"Air Max",495.048858551309,2.32186396978796,10,2016-09-19,"40"
"Air Max",748.438042867929,4.5845065228641,54,2018-10-15,"40"
"Air Max",401.128063863143,2.1336697358638,74,2018-07-09,"37"
"Air Max",532.750612217933,4.60930703836493,15,2015-07-29,"39"
"Air Max",630.416602315381,3.17686475114897,23,2015-07-16,"35"
"Air Max",662.346322508529,4.72296499297954,39,2015-02-28,"40"
"Air Max",307.840793393552,2.14087828435004,31,2015-10-13,"36"
"Air Max",662.468996969983,3.12292252015322,23,2019-03-02,"35"
"Air Max",372.038856940344,2.6816102869343,34,2020-01-18,"44"
"Air Max",774.08255469054,4.78311924659647,34,2017-06-03,"42"
"Air Max",230.196847626939,2.60255952156149,35,2019-07-05,"39"
"Air Max",530.417320737615,2.58650860725902,43,2019-09-16,"40"
"Air Max",750.425811065361,2.38442058861256,33,2016-07-10,"44"
"Air Max",624.92518434301,4.69611315964721,94,2018-12-12,"44"
"Air Max",277.340282686055,3.05246826889925,54,2020-02-21,"39"
"Air Max",204.245986742899,4.18729587364942,23,2017-07-01,"38"
"Air Max",391.757800476626,3.91598696238361,17,2020-03-15,"41"
"Air Max",515.31029115431,3.77061097044498,56,2019-05-07,"36"
"Air Max",510.232814168558,3.13016553851776,83,2015-06-06,"44"
"Air Max",513.769431365654,3.37970216711983,89,2020-01-18,"42"
"Air Max",343.033821927384,2.08904036367312,18,2016-12-12,"45"
"Air Max",522.893611574546,3.73517614230514,53,2018-02-08,"40"
"Air Max",417.253602668643,4.47606016811915,30,2015-05-17,"42"
"Air Max",242.220005160198,4.64225965389051,72,2020-06-16,"40"
"Air Max",730.974540952593,4.55877155228518,38,2017-08-21,"42"
"Air Max",729.233642993495,3.67060237168334,93,2016-09-07,"42"
"Air Max",415.233793249354,3.49691717233509,21,2015-12-05,"39"
"Air Max",644.63011668995,2.345027359901,59,2020-11-08,"41"
"Air Max",271.449646959081,3.16490015224554,84,2018-07-18,"37"
"Air Max",734.210215415806,3.71979045495391,35,2018-05-01,"38"
"Air Max",325.785287469625,2.5835233645048,27,2019-05-16,"42"
"Air Max",436.281023547053,3.68210768979043,40,2018-11-27,"36"
"Air Max",664.00849847123,3.20515938173048,64,2015-04-27,"41"
"Air Max",665.175222372636,2.49939464172348,50,2017-12-07,"43"
"Air Max",378.728264709935,2.24901220644824,16,2016-09-02,"36"
"Air Max",703.962829103693,3.10199281014502,60,2018-11-27,"43"
"Air Max",791.752499807626,3.29220606712624,19,2018-01-30,"35"
"Air Max",285.976270260289,4.01968036452308,33,2016-11-26,"41"
"Air Max",700.94491802156,2.99980667885393,86,2020-08-30,"38"
"Air Max",694.164514774457,4.09762153984047,91,2018-05-03,"38"
"Air Max",286.549704754725,3.63319152104668,54,2019-09-05,"37"
"Air Max",407.771273516119,4.0503480983898,30,2019-07-24,"43"
"Air Max",220.789436344057,4.84255321184173,69,2016-05-15,"35"
"Air Max",307.230881834403,2.91066687228158,84,2017-12-05,"39"
"Air Max",568.176295561716,3.82000889605843,11,2020-01-11,"38"
"Air Max",743.404289800674,3.11749406717718,80,2018-03-23,"44"
"Air Max",301.402355451137,2.67988648638129,31,2017-11-04,"39"
"Air Max",207.870237296447,4.6633163203951,48,2017-04-14,"43"
"Air Max",314.744549617171,2.26622507465072,52,2016-11-05,"41"
"Air Max",781.774071231484,4.6930411090143,23,2020-12-07,"42"
"Air Max",679.704638523981,3.91780825913884,100,2018-08-18,"39"
"Air Max",439.835406886414,3.14654139126651,93,2016-04-18,"40"
"Air Max",621.680159168318,4.032062854385,97,2019-06-01,"38"
"Air Max",306.35627983138,4.28911746689118,50,2019-08-29,"38"
"Air Max",401.523377606645,2.21957499324344,77,2016-01-28,"35"
"Air Max",528.519691387191,4.8063254179433,68,2015-09-12,"45"
"Air Max",477.102493494749,4.12992080138065,19,2020-07-07,"36"
"Air Max",624.91257628426,4.28603740176186,89,2015-04-03,"43"
"Air Max",442.226655036211,2.46251370338723,68,2015-05-11,"40"
"Air Max",583.746414119378,4.44599225092679,12,2017-06-29,"40"
"Air Max",314.886804902926,2.89373172307387,23,2017-03-14,"44"
"Air Max",419.555211951956,4.09175418247469,85,2018-08-20,"39"
"Air Max",520.056425919756,2.77859721030109,94,2016-07-22,"38"
"Air Max",796.562042413279,2.51530647580512,25,2020-01-25,"38"
"Air Max",636.777315707877,4.93162463465706,13,2018-09-12,"36"
"Air Max",294.099137280136,3.15270955348387,69,2020-08-09,"37"
"Air Max",621.543376706541,2.3041113356594,54,2016-11-16,"44"
"Air Max",268.522727722302,2.0135685368441,74,2016-11-17,"37"
"Air Max",261.67666092515,3.1673982758075,97,2017-09-19,"42"
"Air Max",479.140902357176,4.3362213766668,87,2018-03-21,"43"
"Air Max",628.071868699044,4.06621725251898,44,2017-10-02,"41"
"Air Max",381.087145162746,3.89588675135747,96,2015-05-27,"42"
"Air Max",204.406791739166,3.68343064957298,74,2015-07-20,"44"
"Air Max",403.323434758931,4.94802285800688,89,2016-01-06,"45"
"Air Max",448.879346856847,3.549069062341,43,2019-11-27,"38"
"Air Max",530.853109993041,3.74710588925518,94,2020-08-04,"37"
"Air Max",343.786886334419,4.73268658830784,82,2018-03-18,"36"
"Air Max",439.793586917222,4.28610350633971,78,2017-10-04,"40"
"Air Max",540.70573640056,3.80854457174428,23,2015-04-19,"42"
"Air Max",478.971536364406,2.07404057495296,98,2015-04-19,"45"
"Air Max",498.250388912857,3.61491664685309,10,2016-08-27,"41"
"Air Max",357.364937337115,3.17068457906134,83,2016-01-23,"37"
"Air Max",777.687364816666,4.56443201424554,79,2016-06-28,"39"
"Air Max",235.984455375001,3.54359219269827,83,2016-06-25,"44"
"Air Max",742.267764080316,3.41537814261392,11,2017-04-10,"38"
"Air Max",284.85576948151,3.94562684930861,77,2015-10-13,"44"
"Air Max",601.303545245901,3.05348934535868,35,2018-06-02,"36"
"Air Max",783.15254910849,2.91086045023985,49,2018-04-27,"35"
"Air Max",562.654760153964,4.41466909833252,37,2016-07-03,"40"
"Air Max",534.416081570089,2.806354716653,63,2017-06-18,"38"
"Air Max",608.123620320112,2.90303777926601,63,2020-07-19,"41"
"Air Max",313.512182282284,2.94125586654991,17,2018-01-27,"45"
"Air Max",428.554579056799,2.44514652783982,71,2016-05-07,"42"
"Air Max",359.892073459923,4.17334415949881,79,2016-07-03,"37"
"Air Max",524.680492654443,2.8633971887175,80,2019-07-26,"38"
"Air Max",484.663310740143,2.84983798372559,60,2020-01-18,"36"
"Air Max",220.826824940741,4.6402040340472,59,2020-07-03,"35"
"Air Max",505.137458024547,2.7698329736013,73,2017-02-01,"45"
"Air Max",237.080377480015,2.33550763921812,77,2015-11-20,"39"
"Air Max",226.664902921766,3.44705362641253,98,2018-06-27,"36"
"Air Max",456.954303896055,2.40048192092218,18,2017-11-17,"36"
"Air Max",323.105137608945,2.21745328279212,47,2017-12-08,"37"
"Air Max",235.943623073399,2.53025948442519,63,2017-12-21,"42"
"Air Max",482.798386178911,3.08752963435836,46,2016-05-01,"39"
"Air Max",594.704806897789,3.75796040217392,55,2020-06-21,"35"
"Air Max",356.237463792786,4.48964182473719,41,2019-01-12,"42"
"Air Max",715.905835665762,2.66839085635729,57,2016-12-07,"39"
"Air Max",743.870792724192,2.68956698453985,25,2018-08-21,"45"
"Air Max",282.984664663672,2.03634815034457,27,2020-09-08,"43"
"Air Max",309.826956456527,4.82202659104951,93,2018-03-01,"41"
"Air Max",298.567128647119,4.782352672657,47,2015-05-20,"41"
"Air Max",727.886829013005,3.09684933628887,26,2015-03-26,"41"
"Air Max",355.489145917818,3.35443372838199,26,2018-04-16,"40"
"Air Max",654.752742219716,3.27792652137578,81,2018-11-14,"36"
"Air Max",522.923681652173,3.5173782738857,32,2016-01-11,"36"
"Air Max",263.287904812023,4.27520682476461,48,2016-12-13,"37"
"Air Max",571.999311214313,4.29878333304077,53,2016-07-08,"40"
"Air Max",367.804602207616,3.34304157784209,95,2017-12-06,"41"
"Air Max",710.63336180523,2.81494999164715,72,2016-06-15,"35"
"Air Max",371.497593587264,3.21672187000513,100,2017-09-01,"39"
"Air Max",773.066955525428,2.19036334333941,66,2020-09-10,"35"
"Air Max",529.114589001983,4.11277018277906,54,2016-11-23,"42"
"Air Max",204.283156432211,4.23397153243423,44,2018-03-31,"41"
"Air Max",649.892478482798,2.50243261852302,43,2015-05-27,"39"
"Air Max",529.819397535175,4.5372445799876,50,2016-11-20,"41"
"Air Max",548.398701893166,4.28198380442336,66,2017-10-14,"41"
"Air Max",709.678839053959,3.86764097539708,95,2018-04-30,"43"
"Air Max",202.774634445086,3.72161188721657,10,2020-01-10,"41"
"Air Max",633.851291658357,4.56018181308173,68,2019-12-04,"40"
"Air Max",528.440378187224,3.32366013317369,16,2015-05-20,"40"
"Air Max",589.023573603481,3.4401692354586,99,2018-09-19,"39"
"Air Max",449.58240929991,2.99551784130745,16,2016-10-15,"38"
"Air Max",312.127913348377,3.32279171980917,30,2017-09-16,"43"
"Air Max",666.962475050241,2.80613222392276,14,2016-08-24,"41"
"Air Max",791.199497878551,3.57588048093021,55,2016-06-29,"37"
"Air Max",357.80022717081,2.51053278916515,65,2016-07-12,"38"
"Air Max",721.193060418591,2.08056456432678,67,2016-12-12,"35"
"Air Max",208.497535716742,3.08350543584675,78,2015-04-12,"43"
"Air Max",481.752676423639,2.70044780685566,78,2018-11-12,"44"
"Air Max",273.372012423351,3.50642272480763,52,2019-02-10,"35"
"Air Max",589.857765473425,3.35040139802732,88,2020-09-23,"41"
"Air Max",334.387362282723,3.78396446467377,65,2017-08-04,"38"
"Air Max",554.496908606961,2.51648753625341,46,2016-06-28,"43"
"Air Max",358.392590237781,4.01234908751212,71,2015-11-20,"35"
"Air Max",563.788781361654,4.70872252248228,33,2018-03-11,"40"
"Air Max",774.478751607239,4.48267304408364,54,2017-05-21,"35"
"Air Max",216.134379338473,2.88721278170124,24,2020-05-03,"44"
"Air Max",481.084837391973,2.19049042277038,67,2017-12-20,"44"
"Air Max",539.510308532044,2.54582731681876,13,2019-01-16,"40"
"Air Max",299.668845860288,4.10124889505096,80,2018-01-02,"35"
"Air Max",673.918019980192,2.10766874323599,29,2020-09-25,"36"
"Air Max",323.070519650355,2.89852703432553,93,2018-11-08,"45"
"Air Max",548.921517236158,3.95996792032383,18,2020-02-14,"38"
"Air Max",309.943106304854,3.61534488596953,30,2019-12-19,"39"
"Air Max",520.237213792279,2.89604349038564,57,2020-12-27,"43"
"Air Max",288.059845846146,4.51624057348818,82,2016-07-14,"43"
"Air Max",650.767579069361,4.5610116305761,39,2020-03-28,"37"
"Air Max",425.567892799154,4.71706364699639,84,2015-04-17,"38"
"Air Max",381.49225441739,4.75733568333089,11,2016-05-07,"44"
"Air Max",342.862542066723,2.69822723884135,65,2015-06-27,"37"
"Air Max",222.570299776271,3.9392908429727,100,2017-02-17,"43"
"Air Max",448.563312366605,3.27554172743112,26,2016-05-08,"43"
"Air Max",236.904158582911,3.36911559780128,40,2015-01-31,"35"
"Air Max",337.572798272595,3.90173256304115,12,2015-07-02,"44"
"Air Max",518.324587121606,3.75624302355573,91,2019-04-21,"41"
"Air Max",644.599009212106,3.69650994520634,72,2019-08-18,"45"
"Air Max",450.488547235727,4.37047297973186,99,2017-09-29,"35"
"Air Max",557.047440996394,2.5281574386172,51,2016-06-06,"42"
"Air Max",224.295687582344,4.57891692081466,99,2020-06-03,"42"
"Air Max",688.421131065115,3.84561695065349,20,2015-06-08,"44"
"Air Max",260.44758236967,2.73643159726635,51,2018-06-23,"39"
"Air Max",547.309241397306,4.18796905572526,45,2019-03-05,"39"
"Air Max",293.424081290141,3.26234097732231,17,2019-06-10,"44"
"Air Max",614.096962520853,2.09088074951433,12,2017-10-27,"38"
